date,package,downloads,cohort,is_imputed,impute_mode
2018-03-29,@opentelemetry/api,0.0,control,False,centered
2018-03-30,@opentelemetry/api,0.0,control,False,centered
2018-03-31,@opentelemetry/api,0.0,control,False,centered
2018-04-01,@opentelemetry/api,0.0,control,False,centered
2018-04-02,@opentelemetry/api,0.0,control,False,centered
2018-04-03,@opentelemetry/api,0.0,control,False,centered
2018-04-04,@opentelemetry/api,0.0,control,False,centered
2018-04-05,@opentelemetry/api,0.0,control,False,centered
2018-04-06,@opentelemetry/api,0.0,control,False,centered
2018-04-07,@opentelemetry/api,0.0,control,False,centered
2018-04-08,@opentelemetry/api,0.0,control,False,centered
2018-04-09,@opentelemetry/api,0.0,control,False,centered
2018-04-10,@opentelemetry/api,0.0,control,False,centered
2018-04-11,@opentelemetry/api,0.0,control,False,centered
2018-04-12,@opentelemetry/api,0.0,control,False,centered
2018-04-13,@opentelemetry/api,0.0,control,False,centered
2018-04-14,@opentelemetry/api,0.0,control,False,centered
2018-04-15,@opentelemetry/api,0.0,control,False,centered
2018-04-16,@opentelemetry/api,0.0,control,False,centered
2018-04-17,@opentelemetry/api,0.0,control,False,centered
2018-04-18,@opentelemetry/api,0.0,control,False,centered
2018-04-19,@opentelemetry/api,0.0,control,False,centered
2018-04-20,@opentelemetry/api,0.0,control,False,centered
2018-04-21,@opentelemetry/api,0.0,control,False,centered
2018-04-22,@opentelemetry/api,0.0,control,False,centered
2018-04-23,@opentelemetry/api,0.0,control,False,centered
2018-04-24,@opentelemetry/api,0.0,control,False,centered
2018-04-25,@opentelemetry/api,0.0,control,False,centered
2018-04-26,@opentelemetry/api,0.0,control,False,centered
2018-04-27,@opentelemetry/api,0.0,control,False,centered
2018-04-28,@opentelemetry/api,0.0,control,False,centered
2018-04-29,@opentelemetry/api,0.0,control,False,centered
2018-04-30,@opentelemetry/api,0.0,control,False,centered
2018-05-01,@opentelemetry/api,0.0,control,False,centered
2018-05-02,@opentelemetry/api,0.0,control,False,centered
2018-05-03,@opentelemetry/api,0.0,control,False,centered
2018-05-04,@opentelemetry/api,0.0,control,False,centered
2018-05-05,@opentelemetry/api,0.0,control,False,centered
2018-05-06,@opentelemetry/api,0.0,control,False,centered
2018-05-07,@opentelemetry/api,0.0,control,False,centered
2018-05-08,@opentelemetry/api,0.0,control,False,centered
2018-05-09,@opentelemetry/api,0.0,control,False,centered
